5668817823 89371 2 56
5668817837 99241 0 47
5668817850 0 0 0
5668817863 0 0 0
5668817876 0 0 0
5668817889 0 0 0
5668817902 0 0 0
5668817915 0 0 0
5668817928 0 0 0
5668817941 0 0 0
5668817954 0 0 0
5668817967 0 0 0
5668817980 0 0 0
5668817993 0 0 0
5668818006 0 0 0
5668818019 0 0 0
5668818032 0 0 0
5668818045 0 0 0
5668818058 0 0 0
5668818071 10732 0 5
5668818084 73584 0 32
5668818097 64184 0 23
5668818110 0 0 0
5668818123 0 0 0
5668818136 0 0 0
5668818149 0 0 0
5668818162 0 0 0
5668818175 0 0 0
5668818188 0 0 0
5668818201 0 0 0
5668818214 0 0 0
5668818227 0 0 0
5668818240 0 0 0
5668818253 0 0 0
5668818266 0 0 0
5668818279 0 0 0
5668818292 0 0 0
5668818305 0 0 0
5668818318 0 0 0
5668818331 30184 0 14
5668818345 83086 0 36
5668818358 7669 0 1
5668818371 0 0 0
5668818384 0 0 0
5668818397 0 0 0
5668818410 0 0 0
5668818423 0 0 0
5668818436 0 0 0
5668818449 0 0 0
5668818462 0 0 0
5668818475 0 0 0
5668818488 0 0 0
5668818501 0 0 0
5668818514 0 0 0
5668818527 0 0 0
5668818540 0 0 0
5668818553 0 0 0
5668818566 0 0 0
5668818579 10110 0 4
5668818592 44891 0 19
5668818605 46099 0 18
5668818618 0 0 0
5668818631 0 0 0
5668818644 0 0 0
5668818657 0 0 0
5668818670 0 0 0
5668818683 0 0 0
5668818696 0 0 0
5668818709 0 0 0
5668818722 0 0 0
5668818735 0 0 0
5668818748 0 0 0
5668818761 0 0 0
5668818774 0 0 0
5668818787 0 0 0
5668818800 0 0 0
5668818813 0 0 0
5668818826 533 0 1
5668818839 28167 0 11
5668818852 53090 0 23
5668818865 210 0 0
5668818878 0 0 0
5668818891 0 0 0
5668818904 0 0 0
5668818917 0 0 0
5668818930 0 0 0
5668818943 0 0 0
5668818956 0 0 0
5668818969 0 0 0
5668818982 0 0 0
5668818995 0 0 0
5668819008 0 0 0
5668819021 0 0 0
5668819034 0 0 0
5668819047 0 0 0
5668819060 0 0 0
5668819073 0 0 0
5668819086 12797 0 7
5668819099 29565 0 12
5668819112 26398 0 10
5668819125 0 0 0
5668819138 0 0 0
5668819151 0 0 0
5668819164 0 0 0
5668819177 0 0 0
5668819190 0 0 0
5668819203 0 0 0
5668819216 0 0 0
5668819229 0 0 0
5668819242 0 0 0
5668819255 0 0 0
5668819268 0 0 0
5668819281 0 0 0
5668819294 0 0 0
5668819307 0 0 0
5668819320 0 0 0
5668819333 5614 0 2
5668819346 23340 0 12
5668819359 27185 0 9
5668819372 0 0 0
5668819385 0 0 0
5668819398 0 0 0
5668819411 0 0 0
5668819424 0 0 0
5668819437 0 0 0
5668819450 0 0 0
5668819463 0 0 0
5668819476 0 0 0
5668819489 0 0 0
5668819502 0 0 0
5668819515 0 0 0
5668819528 0 0 0
5668819541 0 0 0
5668819554 0 0 0
5668819567 0 0 0
5668819580 0 0 0
5668819593 16205 0 8
5668819606 25878 0 13
5668819619 4216 0 1
5668819632 0 0 0
5668819645 0 0 0
5668819658 0 0 0
5668819671 0 0 0
5668819684 0 0 0
5668819697 0 0 0
5668819710 0 0 0
5668819723 0 0 0
5668819736 0 0 0
5668819749 0 0 0
5668819762 0 0 0
5668819775 0 0 0
5668819788 0 0 0
5668819801 0 0 0
5668819814 0 0 0
5668819827 0 0 0
5668819840 7496 0 4
5668819853 16646 0 10
5668819866 13338 0 7
5668819879 0 0 0
5668819892 0 0 0
5668819905 0 0 0
5668819918 0 0 0
5668819931 0 0 0
5668819944 0 0 0
5668819957 0 0 0
5668819970 0 0 0
5668819983 0 0 0
5668819996 0 0 0
5668820009 0 0 0
5668820022 0 0 0
5668820035 0 0 0
5668820048 0 0 0
5668820061 0 0 0
5668820074 0 0 0
5668820087 3204 0 2
5668820100 14418 0 8
5668820113 14418 0 8
5668820126 0 0 0
5668820139 0 0 0
5668820152 0 0 0
5668820165 0 0 0
5668820178 0 0 0
5668820191 0 0 0
5668820204 0 0 0
5668820217 0 0 0
5668820230 0 0 0
5668820243 0 0 0
5668820256 0 0 0
5668820269 0 0 0
5668820282 0 0 0
5668820295 0 0 0
5668820308 0 0 0
5668820321 0 0 0
5668820334 1252 0 0
5668820347 7603 0 5
5668820360 16185 0 9
5668820373 0 0 0
5668820386 0 0 0
5668820399 0 0 0
5668820412 0 0 0
5668820425 0 0 0
5668820438 0 0 0
5668820451 0 0 0
5668820464 0 0 0
5668820477 0 0 0
5668820490 0 0 0
5668820503 0 0 0
5668820516 0 0 0
5668820529 0 0 0
5668820542 0 0 0
5668820555 0 0 0
5668820568 0 0 0
5668820581 0 0 0
5668820594 5068 0 2
5668820607 9478 0 8
5668820620 5094 0 5
5668820633 0 0 0
5668820646 0 0 0
5668820659 0 0 0
5668820672 0 0 0
5668820685 0 0 0
5668820698 0 0 0
5668820711 0 0 0
