5668538650 103053 0 41
5668538663 659 0 0
5668538676 0 0 0
5668538689 0 0 0
5668538702 0 0 0
5668538715 0 0 0
5668538728 0 0 0
5668538741 0 0 0
5668538754 0 0 0
5668538767 0 0 0
5668538780 0 0 0
5668538793 0 0 0
5668538806 0 0 0
5668538819 0 0 0
5668538832 0 0 0
5668538845 0 0 0
5668538858 0 0 0
5668538871 0 0 0
5668538884 0 0 0
5668538897 24105 0 11
5668538910 57570 0 22
5668538923 0 0 0
5668538936 0 0 0
5668538949 0 0 0
5668538962 0 0 0
5668538975 0 0 0
5668538988 0 0 0
5668539001 0 0 0
5668539014 0 0 0
5668539027 0 0 0
5668539040 0 0 0
5668539053 0 0 0
5668539066 0 0 0
5668539079 0 0 0
5668539092 0 0 0
5668539105 0 0 0
5668539118 0 0 0
5668539131 0 0 0
5668539144 0 0 0
5668539157 57029 0 23
5668539170 9488 0 4
5668539183 0 0 0
5668539196 0 0 0
5668539209 0 0 0
5668539222 0 0 0
5668539235 0 0 0
5668539248 0 0 0
5668539261 0 0 0
5668539274 0 0 0
5668539287 0 0 0
5668539300 0 0 0
5668539313 0 0 0
5668539326 0 0 0
5668539339 0 0 0
5668539352 0 0 0
5668539365 0 0 0
5668539378 0 0 0
5668539391 0 0 0
5668539404 20971 0 11
5668539417 34634 0 14
5668539430 0 0 0
5668539444 0 0 0
5668539457 0 0 0
5668539470 0 0 0
5668539483 0 0 0
5668539496 0 0 0
5668539509 0 0 0
5668539522 0 0 0
5668539535 0 0 0
5668539548 0 0 0
5668539561 0 0 0
5668539574 0 0 0
5668539587 0 0 0
5668539600 0 0 0
5668539613 0 0 0
5668539626 0 0 0
5668539639 0 0 0
5668539652 7899 0 5
5668539665 37201 0 21
5668539678 0 0 0
5668539691 0 0 0
5668539704 0 0 0
5668539717 0 0 0
5668539730 0 0 0
5668539744 0 0 0
5668539757 0 0 0
5668539770 0 0 0
5668539783 0 0 0
5668539796 0 0 0
5668539809 0 0 0
5668539822 0 0 0
5668539835 0 0 0
5668539848 0 0 0
5668539861 0 0 0
5668539874 0 0 0
5668539887 0 0 0
5668539900 0 0 0
5668539913 26268 0 13
5668539926 11550 0 5
5668539939 0 0 0
5668539952 0 0 0
5668539965 0 0 0
5668539978 0 0 0
5668539991 0 0 0
5668540004 0 0 0
5668540017 0 0 0
5668540030 0 0 0
5668540043 0 0 0
5668540056 0 0 0
5668540069 0 0 0
5668540082 0 0 0
5668540095 0 0 0
5668540108 0 0 0
5668540121 0 0 0
5668540134 0 0 0
5668540147 0 0 0
5668540160 12458 0 7
5668540173 18419 0 9
5668540186 0 0 0
5668540199 0 0 0
5668540212 0 0 0
5668540225 0 0 0
5668540238 0 0 0
5668540251 0 0 0
5668540264 0 0 0
5668540277 0 0 0
5668540290 0 0 0
5668540303 0 0 0
5668540316 0 0 0
5668540329 0 0 0
5668540342 0 0 0
5668540355 0 0 0
5668540368 0 0 0
5668540381 0 0 0
5668540394 0 0 0
5668540407 4630 0 2
5668540420 20835 0 16
